"Gene ID",Notes
DDB_G0269520,"""[Curated Model derived from Sequencing Center Gene Prediction, supported by ESTs]"
DDB_G0269614,"Note regarding this sequence: EST ddc9k17 (DDB0110048) has a 1 nt insertion compared with the genomic sequence; an artificial 2 nt gap has been created in this gene model to compensate. "
DDB_G0269626,"The sequences from the Sequencing Center and GenBank record AJ812236 are identical."
DDB_G0269650,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-JAN-2011 RD"
DDB_G0269652,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-JAN-2011 RD"
DDB_G0269712,"There is an intron in the 5' UTR of this gene. "
DDB_G0269804,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 PF"
DDB_G0269806,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 RD"
DDB_G0269808,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 RD"
DDB_G0269844,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 05-APR-2011 RD"
DDB_G0269866,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-NOV-2010 PF"
DDB_G0269870,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-NOV-2010 PF"
DDB_G0269958,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 PF"
DDB_G0269960,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-FEB-2011 PF"
DDB_G0270010,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-OCT-2010 PF"
DDB_G0270066,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 25-APR-2011 PF","This gene is expressed and similar to a family of D. discoideum genes, however, a start position that is supported by the EST cannot be identified. 25-APR-2011 PF"
DDB_G0270098,"ESTs and sequences in AX2 and AX3 (private communication) show a change in the CDS at position 28 from C -> T, resulting in the amino acid change from His to Tyr at position 10."
DDB_G0270210,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY655129, resulting in 1 amino acid substitution at position 105."
DDB_G0270214,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AB120175, resulting in 2 amino acid substitutions at positions 18 and 48."
DDB_G0270226,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 18-APR-2011 PF"
DDB_G0270234,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-APR-2011 PF"
DDB_G0270264,"Note, this gene model does not have a consensus splice donor site due to a T to G exchange in the genomic sequence; several ESTs and strong sequence similarity confirm the presented protein sequence"
DDB_G0270284,"Two introns exists in the 5'UTR of this gene, which accounts for the apparent difference between the Curated Model and the ESTs."
DDB_G0270348,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-FEB-2011 PF"
DDB_G0270420,"There in an intron in the 5' UTR of this gene. "
DDB_G0270508,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-APR-2011 RD"
DDB_G0270538,"This gene does not have a start codon as all potential start sites are out of frame in the genomic sequence. 08-APR-2011 PF"
DDB_G0270570,"An artificial 3 nt gap has been introduced in the curated model to delete a premature stop codon in the genomic sequence that is not present in AX4 reference sequence (private communication G. Bloomfield); as a result, a glutamine residue is missing after position 177 <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0270570"">community annotation</a> page.</b>"
DDB_G0270620,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-APR-2011 RD"
DDB_G0270654,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-JAN-2011 PF"
DDB_G0270658,"The sequences from the Sequencing Center and GenBank record AY878075 are identical."
DDB_G0270660,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-DEC-2010 PF"
DDB_G0270732,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-JAN-2011 RD"
DDB_G0270744,"Note regarding this sequence: EST ddc12b21 (DDB0112027) has a 73 nt deletion compared with the sequence from the Sequencing Center. "
DDB_G0270772,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 19-APR-2011 RD"
DDB_G0270794,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-FEB-2011 RD"
DDB_G0270812,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-JUN-2011 RD"
DDB_G0270828,"There are 3 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AF037042, resulting in 2 amino acid substitutions at positions 692 and 697."
DDB_G0270830,"There are 3 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AF310894 , resulting in 2 amino acid substitutions at positions 508 and 511.","There are two amino acid differences between the the sequence from the Sequencing Center and the sequence in GenBank record AF104350."
DDB_G0270836,"The sequences from the Sequencing Center and GenBank record AY485279 are identical."
DDB_G0270924,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-JAN-2011 RD"
DDB_G0270932,"Note: The curated model has been changed because the gene prediction start context and first exon are better. Personal communication to dictyBase also suggest the previous model was wrong. "
DDB_G0270970,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 RD"
DDB_G0270974,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-DEC-2010 PF"
DDB_G0271006,"Note, the curated model of this RTE provides the longest ORF, however, there are several frame shifts that made the creation of short introns necessary. 01-NOV-2010 PF"
DDB_G0271014,"An artificial 2 nt gap has been introduced in the curated model to compensate for a frame shift in what seems to be coding sequence."
DDB_G0271024,"This gene is highly expressed and similar to a family of D. discoideum genes, however, a start position that is supported by ESTs cannot be identified. 25-APR-2011 PF","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 25-APR-2011 PF"
DDB_G0271034,"The splice acceptor at the second intron is non-consensus to avoid a frame shift and create the best possible ORF"
DDB_G0271058,"An intron exists in the 5'UTR of this gene, as shown by EST DDB0151792"
DDB_G0271096,"The sequences from the Sequencing Center and GenBank record AY191014 are identical."
DDB_G0271102,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 22-FEB-2011 RD"
